iid,gender,pid,match,samerace,field_cd,imprace,imprelig,from,go_out,career_c,sports,tvsports,exercise,dining,museums,art,hiking,gaming,clubbing,reading,tv,theater,movies,concerts,music,shopping,yoga,date,attr,sinc,intel,fun,amb,like,prob,p_iid,p_pid,field_cd_p,imprace_p,imprelig_p,from_p,go_out_p,career_c_p,sports_p,tvsports_p,exercise_p,dining_p,museums_p,art_p,hiking_p,gaming_p,clubbing_p,reading_p,tv_p,theater_p,movies_p,concerts_p,music_p,shopping_p,yoga_p,date_p,attr_p,sinc_p,intel_p,fun_p,amb_p,like_p,prob_p,sports_difference,tvsports_difference,exercise_difference,dining_difference,museums_difference,art_difference,hiking_difference,gaming_difference,clubbing_difference,reading_difference,tv_difference,theater_difference,movies_difference,concerts_difference,music_difference,shopping_difference,yoga_difference,go_out_difference,imprelig_difference,imprace_difference,date_difference,attr_difference,sinc_difference,intel_difference,fun_difference,amb_difference,like_difference,prob_difference,age_o_difference,same_from,same_career,same_field,pref_diff_score
523.0,0.0,543.0,0.0,1.0,9.0,3.0,2.0,23,3.0,10.0,8.0,1.0,5.0,9.0,4.0,3.0,6.0,7.0,8.0,13.0,5.0,2.0,7.0,8.0,9.0,3.0,1.0,4.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,543.0,523.0,5.0,9.0,6.0,114,2.0,5.0,8.0,8.0,5.0,8.0,8.0,5.0,5.0,9.0,8.0,8.0,8.0,6.0,8.0,8.0,8.0,8.0,3.0,7.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,0.0,7.0,0.0,1.0,4.0,2.0,1.0,2.0,0.0,5.0,3.0,4.0,1.0,0.0,1.0,5.0,2.0,1.0,4.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,False,False,False,0.6764705882352942
523.0,0.0,544.0,1.0,1.0,9.0,3.0,2.0,23,3.0,10.0,8.0,1.0,5.0,9.0,4.0,3.0,6.0,7.0,8.0,13.0,5.0,2.0,7.0,8.0,9.0,3.0,1.0,4.0,5.0,6.0,5.0,5.0,5.0,7.0,5.0,544.0,523.0,5.0,3.0,8.0,115,3.0,4.0,3.0,4.0,3.0,10.0,7.0,8.0,5.0,14.0,9.0,2.0,10.0,7.0,8.0,8.0,9.0,10.0,3.0,7.0,5.0,8.0,7.0,7.0,6.0,7.0,8.0,5.0,3.0,2.0,1.0,3.0,5.0,1.0,7.0,1.0,11.0,5.0,5.0,1.0,0.0,0.0,7.0,2.0,0.0,6.0,0.0,3.0,0.0,2.0,2.0,2.0,1.0,0.0,3.0,4.0,False,False,False,0.5176470588235293
523.0,0.0,545.0,0.0,0.0,9.0,3.0,2.0,23,3.0,10.0,8.0,1.0,5.0,9.0,4.0,3.0,6.0,7.0,8.0,13.0,5.0,2.0,7.0,8.0,9.0,3.0,1.0,4.0,3.0,2.0,4.0,5.0,7.0,5.0,5.0,545.0,523.0,5.0,7.0,1.0,94,2.0,4.0,10.0,2.0,2.0,5.0,5.0,4.0,7.0,5.0,4.0,7.0,4.0,3.0,4.0,5.0,5.0,2.0,1.0,7.0,3.0,7.0,7.0,4.0,6.0,5.0,5.0,2.0,1.0,3.0,4.0,1.0,1.0,1.0,2.0,4.0,6.0,1.0,1.0,3.0,3.0,4.0,1.0,0.0,1.0,1.0,4.0,3.0,0.0,5.0,3.0,1.0,1.0,0.0,0.0,3.0,False,False,False,0.6470588235294117
523.0,0.0,546.0,0.0,0.0,9.0,3.0,2.0,23,3.0,10.0,8.0,1.0,5.0,9.0,4.0,3.0,6.0,7.0,8.0,13.0,5.0,2.0,7.0,8.0,9.0,3.0,1.0,4.0,8.0,3.0,7.0,6.0,8.0,6.0,7.0,546.0,523.0,8.0,3.0,4.0,46,1.0,7.0,10.0,5.0,8.0,10.0,4.0,3.0,5.0,1.0,1.0,2.0,4.0,3.0,6.0,3.0,9.0,10.0,6.0,4.0,6.0,5.0,5.0,6.0,6.0,6.0,6.0,2.0,4.0,3.0,1.0,0.0,0.0,1.0,6.0,7.0,11.0,1.0,1.0,1.0,5.0,0.0,7.0,5.0,2.0,2.0,0.0,0.0,2.0,2.0,2.0,0.0,2.0,0.0,1.0,3.0,False,False,False,0.5823529411764705
523.0,0.0,547.0,0.0,0.0,9.0,3.0,2.0,23,3.0,10.0,8.0,1.0,5.0,9.0,4.0,3.0,6.0,7.0,8.0,13.0,5.0,2.0,7.0,8.0,9.0,3.0,1.0,4.0,5.0,4.0,8.0,5.0,7.0,5.0,4.0,547.0,523.0,8.0,1.0,1.0,81,1.0,7.0,9.0,6.0,9.0,7.0,8.0,8.0,2.0,2.0,8.0,9.0,4.0,9.0,8.0,9.0,9.0,6.0,5.0,3.0,3.0,8.0,8.0,7.0,6.0,7.0,6.0,1.0,5.0,4.0,2.0,4.0,5.0,4.0,5.0,0.0,4.0,1.0,7.0,1.0,1.0,0.0,3.0,4.0,2.0,1.0,2.0,1.0,2.0,4.0,0.0,2.0,1.0,2.0,2.0,3.0,False,False,False,0.5705882352941176
523.0,0.0,548.0,0.0,0.0,9.0,3.0,2.0,23,3.0,10.0,8.0,1.0,5.0,9.0,4.0,3.0,6.0,7.0,8.0,13.0,5.0,2.0,7.0,8.0,9.0,3.0,1.0,4.0,7.0,5.0,7.0,7.0,7.0,2.0,3.0,548.0,523.0,8.0,8.0,8.0,48,1.0,7.0,10.0,8.0,4.0,10.0,3.0,2.0,2.0,5.0,1.0,9.0,6.0,4.0,6.0,7.0,10.0,4.0,1.0,6.0,1.0,10.0,6.0,1.0,3.0,6.0,9.0,2.0,7.0,1.0,1.0,1.0,1.0,4.0,2.0,7.0,4.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,2.0,6.0,5.0,2.0,6.0,5.0,1.0,6.0,4.0,4.0,6.0,3.0,False,False,False,0.4882352941176471
523.0,0.0,549.0,0.0,0.0,9.0,3.0,2.0,23,3.0,10.0,8.0,1.0,5.0,9.0,4.0,3.0,6.0,7.0,8.0,13.0,5.0,2.0,7.0,8.0,9.0,3.0,1.0,4.0,7.0,6.0,8.0,8.0,8.0,7.0,2.0,549.0,523.0,8.0,2.0,3.0,60,1.0,7.0,8.0,5.0,6.0,9.0,7.0,7.0,4.0,8.0,8.0,7.0,7.0,8.0,8.0,10.0,10.0,8.0,2.0,7.0,3.0,7.0,6.0,8.0,9.0,5.0,4.0,0.0,4.0,1.0,0.0,3.0,4.0,2.0,1.0,0.0,6.0,2.0,6.0,1.0,2.0,1.0,5.0,1.0,2.0,1.0,1.0,3.0,4.0,1.0,2.0,0.0,1.0,2.0,2.0,1.0,False,False,False,0.6529411764705882
523.0,0.0,550.0,0.0,0.0,9.0,3.0,2.0,23,3.0,10.0,8.0,1.0,5.0,9.0,4.0,3.0,6.0,7.0,8.0,13.0,5.0,2.0,7.0,8.0,9.0,3.0,1.0,4.0,2.0,2.0,9.0,2.0,7.0,2.0,1.0,550.0,523.0,8.0,5.0,6.0,136,1.0,7.0,5.0,3.0,5.0,9.0,7.0,8.0,3.0,3.0,8.0,8.0,3.0,7.0,7.0,4.0,6.0,6.0,3.0,4.0,3.0,5.0,5.0,5.0,5.0,4.0,2.0,3.0,2.0,0.0,0.0,3.0,5.0,3.0,4.0,0.0,5.0,2.0,5.0,0.0,4.0,3.0,3.0,2.0,2.0,4.0,2.0,0.0,1.0,3.0,4.0,3.0,2.0,2.0,1.0,3.0,False,False,False,0.5823529411764705
523.0,0.0,551.0,0.0,0.0,9.0,3.0,2.0,23,3.0,10.0,8.0,1.0,5.0,9.0,4.0,3.0,6.0,7.0,8.0,13.0,5.0,2.0,7.0,8.0,9.0,3.0,1.0,4.0,8.0,5.0,7.0,10.0,7.0,8.0,4.0,551.0,523.0,8.0,2.0,1.0,66,3.0,7.0,6.0,1.0,7.0,6.0,7.0,3.0,2.0,1.0,7.0,10.0,2.0,5.0,6.0,7.0,7.0,7.0,1.0,6.0,4.0,8.0,7.0,7.0,6.0,8.0,7.0,2.0,0.0,2.0,3.0,3.0,0.0,4.0,6.0,1.0,3.0,3.0,3.0,1.0,1.0,2.0,4.0,0.0,0.0,1.0,1.0,2.0,4.0,3.0,0.0,3.0,1.0,0.0,3.0,0.0,False,False,False,0.6705882352941177
523.0,0.0,552.0,0.0,0.0,9.0,3.0,2.0,23,3.0,10.0,8.0,1.0,5.0,9.0,4.0,3.0,6.0,7.0,8.0,13.0,5.0,2.0,7.0,8.0,9.0,3.0,1.0,4.0,7.0,2.0,6.0,5.0,8.0,7.0,2.0,552.0,523.0,18.0,1.0,1.0,44,1.0,15.0,8.0,2.0,5.0,10.0,10.0,10.0,7.0,1.0,9.0,8.0,3.0,7.0,9.0,10.0,10.0,7.0,3.0,2.0,2.0,7.0,9.0,8.0,7.0,6.0,6.0,0.0,1.0,0.0,1.0,6.0,7.0,1.0,6.0,1.0,5.0,2.0,5.0,2.0,2.0,1.0,4.0,2.0,2.0,1.0,2.0,2.0,5.0,5.0,3.0,3.0,1.0,1.0,4.0,2.0,False,False,False,0.5470588235294118
524.0,0.0,531.0,1.0,1.0,4.0,9.0,6.0,58,4.0,4.0,4.0,1.0,7.0,9.0,8.0,8.0,6.0,3.0,8.0,7.0,7.0,8.0,8.0,5.0,5.0,7.0,5.0,7.0,5.0,9.0,9.0,7.0,7.0,7.0,3.0,531.0,524.0,5.0,5.0,1.0,9,2.0,2.0,10.0,10.0,6.0,6.0,10.0,10.0,10.0,6.0,6.0,6.0,10.0,10.0,10.0,8.0,10.0,1.0,6.0,7.0,5.0,10.0,10.0,10.0,10.0,4.0,1.0,6.0,9.0,1.0,3.0,2.0,2.0,4.0,3.0,2.0,1.0,3.0,2.0,2.0,3.0,5.0,6.0,1.0,2.0,5.0,4.0,0.0,0.0,1.0,1.0,3.0,3.0,3.0,2.0,0.0,False,False,False,0.5352941176470588
524.0,0.0,532.0,1.0,1.0,4.0,9.0,6.0,58,4.0,4.0,4.0,1.0,7.0,9.0,8.0,8.0,6.0,3.0,8.0,7.0,7.0,8.0,8.0,5.0,5.0,7.0,5.0,7.0,3.0,9.0,9.0,5.0,7.0,4.0,5.0,532.0,524.0,5.0,8.0,3.0,24,2.0,5.0,7.0,8.0,6.0,8.0,6.0,4.0,4.0,8.0,6.0,9.0,7.0,6.0,8.0,6.0,7.0,5.0,2.0,2.0,7.0,9.0,8.0,8.0,6.0,8.0,5.0,3.0,7.0,1.0,1.0,2.0,4.0,2.0,5.0,2.0,2.0,0.0,2.0,0.0,1.0,2.0,2.0,3.0,2.0,3.0,1.0,5.0,4.0,0.0,1.0,3.0,1.0,4.0,0.0,1.0,False,False,False,0.6235294117647059
524.0,0.0,534.0,1.0,0.0,4.0,9.0,6.0,58,4.0,4.0,4.0,1.0,7.0,9.0,8.0,8.0,6.0,3.0,8.0,7.0,7.0,8.0,8.0,5.0,5.0,7.0,5.0,7.0,5.0,7.0,8.0,7.0,8.0,5.0,5.0,534.0,524.0,5.0,1.0,1.0,11,6.0,5.0,7.0,9.0,3.0,9.0,9.0,8.0,6.0,7.0,7.0,7.0,3.0,6.0,7.0,8.0,7.0,4.0,1.0,5.0,9.0,8.0,9.0,9.0,9.0,8.0,7.0,3.0,8.0,4.0,0.0,1.0,0.0,0.0,4.0,1.0,0.0,4.0,2.0,1.0,3.0,2.0,3.0,4.0,2.0,5.0,8.0,2.0,4.0,1.0,1.0,2.0,1.0,3.0,2.0,1.0,False,False,False,0.5764705882352941
524.0,0.0,535.0,1.0,0.0,4.0,9.0,6.0,58,4.0,4.0,4.0,1.0,7.0,9.0,8.0,8.0,6.0,3.0,8.0,7.0,7.0,8.0,8.0,5.0,5.0,7.0,5.0,7.0,7.0,9.0,8.0,9.0,7.0,8.0,3.0,535.0,524.0,10.0,5.0,6.0,74,3.0,2.0,4.0,3.0,4.0,7.0,7.0,6.0,2.0,8.0,8.0,8.0,6.0,6.0,9.0,8.0,9.0,5.0,6.0,5.0,7.0,8.0,7.0,7.0,6.0,7.0,6.0,0.0,2.0,3.0,2.0,1.0,2.0,4.0,5.0,0.0,1.0,1.0,2.0,1.0,3.0,4.0,2.0,1.0,1.0,0.0,4.0,2.0,0.0,1.0,1.0,2.0,1.0,1.0,3.0,2.0,False,False,False,0.6941176470588235
524.0,0.0,536.0,1.0,0.0,4.0,9.0,6.0,58,4.0,4.0,4.0,1.0,7.0,9.0,8.0,8.0,6.0,3.0,8.0,7.0,7.0,8.0,8.0,5.0,5.0,7.0,5.0,7.0,7.0,8.0,7.0,7.0,7.0,5.0,3.0,536.0,524.0,2.0,1.0,1.0,60,2.0,7.0,7.0,3.0,5.0,8.0,7.0,7.0,3.0,2.0,7.0,8.0,6.0,4.0,9.0,7.0,9.0,7.0,1.0,5.0,8.0,8.0,9.0,9.0,8.0,8.0,6.0,3.0,2.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,4.0,1.0,2.0,4.0,0.0,4.0,2.0,5.0,8.0,2.0,1.0,0.0,2.0,2.0,1.0,3.0,3.0,4.0,False,False,False,0.6176470588235294
524.0,0.0,537.0,0.0,1.0,4.0,9.0,6.0,58,4.0,4.0,4.0,1.0,7.0,9.0,8.0,8.0,6.0,3.0,8.0,7.0,7.0,8.0,8.0,5.0,5.0,7.0,5.0,7.0,6.0,6.0,7.0,7.0,7.0,5.0,3.0,537.0,524.0,5.0,7.0,1.0,117,1.0,1.0,6.0,6.0,7.0,10.0,8.0,8.0,3.0,3.0,6.0,10.0,8.0,10.0,10.0,10.0,10.0,10.0,1.0,5.0,7.0,9.0,9.0,9.0,9.0,8.0,6.0,2.0,5.0,0.0,1.0,0.0,0.0,3.0,0.0,2.0,3.0,1.0,2.0,2.0,5.0,5.0,3.0,4.0,3.0,5.0,2.0,2.0,1.0,3.0,2.0,2.0,2.0,3.0,3.0,3.0,False,False,False,0.5941176470588235
524.0,0.0,538.0,1.0,0.0,4.0,9.0,6.0,58,4.0,4.0,4.0,1.0,7.0,9.0,8.0,8.0,6.0,3.0,8.0,7.0,7.0,8.0,8.0,5.0,5.0,7.0,5.0,7.0,4.0,9.0,9.0,7.0,8.0,7.0,5.0,538.0,524.0,5.0,1.0,1.0,15,2.0,7.0,8.0,2.0,8.0,8.0,8.0,8.0,8.0,8.0,6.0,8.0,5.0,4.0,6.0,3.0,6.0,6.0,6.0,4.0,7.0,7.0,6.0,7.0,6.0,6.0,6.0,4.0,1.0,1.0,1.0,0.0,0.0,2.0,5.0,2.0,1.0,2.0,4.0,2.0,2.0,1.0,1.0,1.0,2.0,5.0,8.0,3.0,3.0,2.0,3.0,0.0,2.0,1.0,1.0,7.0,False,False,False,0.6058823529411765
524.0,0.0,539.0,1.0,0.0,4.0,9.0,6.0,58,4.0,4.0,4.0,1.0,7.0,9.0,8.0,8.0,6.0,3.0,8.0,7.0,7.0,8.0,8.0,5.0,5.0,7.0,5.0,7.0,6.0,8.0,9.0,9.0,9.0,7.0,4.0,539.0,524.0,1.0,6.0,6.0,111,1.0,1.0,8.0,9.0,8.0,9.0,9.0,9.0,4.0,6.0,8.0,8.0,6.0,7.0,9.0,7.0,7.0,7.0,6.0,4.0,7.0,8.0,8.0,9.0,9.0,7.0,8.0,4.0,8.0,1.0,0.0,1.0,1.0,2.0,3.0,0.0,1.0,1.0,1.0,1.0,2.0,2.0,0.0,1.0,3.0,0.0,3.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,4.0,3.0,False,False,False,0.7235294117647059
524.0,0.0,540.0,0.0,0.0,4.0,9.0,6.0,58,4.0,4.0,4.0,1.0,7.0,9.0,8.0,8.0,6.0,3.0,8.0,7.0,7.0,8.0,8.0,5.0,5.0,7.0,5.0,7.0,4.0,9.0,4.0,7.0,8.0,6.0,5.0,540.0,524.0,5.0,5.0,1.0,102,4.0,2.0,6.0,4.0,4.0,5.0,7.0,8.0,8.0,9.0,6.0,7.0,4.0,9.0,9.0,9.0,9.0,6.0,3.0,7.0,7.0,7.0,7.0,8.0,5.0,6.0,6.0,2.0,3.0,3.0,4.0,1.0,0.0,2.0,6.0,2.0,0.0,3.0,1.0,1.0,4.0,4.0,1.0,2.0,0.0,5.0,4.0,0.0,3.0,2.0,3.0,1.0,3.0,0.0,1.0,1.0,False,False,False,0.6352941176470588
524.0,0.0,541.0,0.0,1.0,4.0,9.0,6.0,58,4.0,4.0,4.0,1.0,7.0,9.0,8.0,8.0,6.0,3.0,8.0,7.0,7.0,8.0,8.0,5.0,5.0,7.0,5.0,7.0,5.0,9.0,9.0,7.0,7.0,5.0,3.0,541.0,524.0,5.0,2.0,2.0,57,3.0,7.0,10.0,10.0,7.0,8.0,3.0,5.0,4.0,3.0,8.0,3.0,10.0,5.0,10.0,10.0,9.0,9.0,3.0,7.0,7.0,8.0,9.0,8.0,7.0,5.0,4.0,6.0,9.0,0.0,1.0,5.0,3.0,2.0,0.0,0.0,4.0,3.0,3.0,2.0,5.0,4.0,2.0,2.0,1.0,4.0,7.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,2.0,False,False,False,0.5882352941176471
524.0,0.0,542.0,1.0,1.0,4.0,9.0,6.0,58,4.0,4.0,4.0,1.0,7.0,9.0,8.0,8.0,6.0,3.0,8.0,7.0,7.0,8.0,8.0,5.0,5.0,7.0,5.0,7.0,6.0,8.0,9.0,6.0,8.0,6.0,6.0,542.0,524.0,5.0,7.0,1.0,55,3.0,7.0,4.0,7.0,6.0,10.0,9.0,8.0,1.0,8.0,8.0,9.0,8.0,8.0,9.0,9.0,8.0,9.0,6.0,5.0,6.0,7.0,7.0,6.0,7.0,7.0,8.0,0.0,6.0,1.0,1.0,1.0,0.0,5.0,5.0,0.0,2.0,1.0,0.0,1.0,4.0,3.0,2.0,1.0,1.0,5.0,2.0,2.0,0.0,1.0,2.0,0.0,1.0,1.0,2.0,2.0,False,False,False,0.6941176470588235
524.0,0.0,543.0,0.0,1.0,4.0,9.0,6.0,58,4.0,4.0,4.0,1.0,7.0,9.0,8.0,8.0,6.0,3.0,8.0,7.0,7.0,8.0,8.0,5.0,5.0,7.0,5.0,7.0,6.0,8.0,8.0,7.0,7.0,6.0,4.0,543.0,524.0,5.0,9.0,6.0,114,2.0,5.0,8.0,8.0,5.0,8.0,8.0,5.0,5.0,9.0,8.0,8.0,8.0,6.0,8.0,8.0,8.0,8.0,3.0,7.0,6.0,9.0,9.0,7.0,9.0,5.0,4.0,4.0,7.0,2.0,1.0,0.0,3.0,1.0,6.0,0.0,1.0,1.0,2.0,0.0,3.0,3.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,1.0,0.0,1.0,False,False,False,0.7352941176470589
524.0,0.0,544.0,0.0,1.0,4.0,9.0,6.0,58,4.0,4.0,4.0,1.0,7.0,9.0,8.0,8.0,6.0,3.0,8.0,7.0,7.0,8.0,8.0,5.0,5.0,7.0,5.0,7.0,6.0,9.0,8.0,8.0,7.0,7.0,3.0,544.0,524.0,5.0,3.0,8.0,115,3.0,4.0,3.0,4.0,3.0,10.0,7.0,8.0,5.0,14.0,9.0,2.0,10.0,7.0,8.0,8.0,9.0,10.0,3.0,7.0,6.0,8.0,7.0,7.0,6.0,7.0,5.0,1.0,3.0,4.0,1.0,1.0,0.0,1.0,11.0,1.0,5.0,3.0,1.0,0.0,3.0,4.0,3.0,2.0,1.0,2.0,6.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,2.0,2.0,False,True,False,0.6411764705882352
524.0,0.0,546.0,1.0,0.0,4.0,9.0,6.0,58,4.0,4.0,4.0,1.0,7.0,9.0,8.0,8.0,6.0,3.0,8.0,7.0,7.0,8.0,8.0,5.0,5.0,7.0,5.0,7.0,8.0,8.0,9.0,8.0,8.0,5.0,2.0,546.0,524.0,8.0,3.0,4.0,46,1.0,7.0,10.0,5.0,8.0,10.0,4.0,3.0,5.0,1.0,1.0,2.0,4.0,3.0,6.0,3.0,9.0,10.0,6.0,4.0,7.0,7.0,6.0,7.0,6.0,5.0,7.0,6.0,4.0,1.0,1.0,4.0,5.0,1.0,2.0,7.0,5.0,3.0,5.0,2.0,2.0,4.0,3.0,1.0,3.0,2.0,6.0,3.0,1.0,1.0,3.0,1.0,2.0,0.0,5.0,5.0,False,False,False,0.48235294117647054
524.0,0.0,547.0,1.0,0.0,4.0,9.0,6.0,58,4.0,4.0,4.0,1.0,7.0,9.0,8.0,8.0,6.0,3.0,8.0,7.0,7.0,8.0,8.0,5.0,5.0,7.0,5.0,7.0,9.0,9.0,9.0,8.0,8.0,8.0,4.0,547.0,524.0,8.0,1.0,1.0,81,1.0,7.0,9.0,6.0,9.0,7.0,8.0,8.0,2.0,2.0,8.0,9.0,4.0,9.0,8.0,9.0,9.0,6.0,5.0,3.0,7.0,7.0,8.0,8.0,5.0,7.0,5.0,5.0,5.0,2.0,2.0,0.0,0.0,4.0,1.0,0.0,2.0,3.0,1.0,0.0,4.0,4.0,1.0,0.0,3.0,5.0,8.0,4.0,2.0,2.0,1.0,0.0,3.0,1.0,1.0,5.0,False,False,False,0.5941176470588235
524.0,0.0,548.0,1.0,0.0,4.0,9.0,6.0,58,4.0,4.0,4.0,1.0,7.0,9.0,8.0,8.0,6.0,3.0,8.0,7.0,7.0,8.0,8.0,5.0,5.0,7.0,5.0,7.0,8.0,6.0,7.0,7.0,7.0,6.0,4.0,548.0,524.0,8.0,8.0,8.0,48,1.0,7.0,10.0,8.0,4.0,10.0,3.0,2.0,2.0,5.0,1.0,9.0,6.0,4.0,6.0,7.0,10.0,4.0,1.0,6.0,9.0,7.0,7.0,8.0,4.0,9.0,9.0,6.0,7.0,3.0,1.0,5.0,6.0,4.0,2.0,7.0,2.0,1.0,4.0,2.0,2.0,5.0,3.0,4.0,3.0,2.0,1.0,1.0,1.0,1.0,0.0,1.0,3.0,3.0,5.0,5.0,False,False,False,0.47058823529411764
524.0,0.0,549.0,1.0,0.0,4.0,9.0,6.0,58,4.0,4.0,4.0,1.0,7.0,9.0,8.0,8.0,6.0,3.0,8.0,7.0,7.0,8.0,8.0,5.0,5.0,7.0,5.0,7.0,6.0,9.0,7.0,7.0,7.0,6.0,3.0,549.0,524.0,8.0,2.0,3.0,60,1.0,7.0,8.0,5.0,6.0,9.0,7.0,7.0,4.0,8.0,8.0,7.0,7.0,8.0,8.0,10.0,10.0,8.0,2.0,7.0,6.0,8.0,10.0,7.0,7.0,7.0,5.0,4.0,4.0,1.0,0.0,1.0,1.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,1.0,3.0,3.0,3.0,7.0,0.0,0.0,1.0,3.0,0.0,0.0,1.0,2.0,3.0,False,False,False,0.6764705882352942
524.0,0.0,550.0,1.0,0.0,4.0,9.0,6.0,58,4.0,4.0,4.0,1.0,7.0,9.0,8.0,8.0,6.0,3.0,8.0,7.0,7.0,8.0,8.0,5.0,5.0,7.0,5.0,7.0,6.0,7.0,8.0,7.0,8.0,6.0,4.0,550.0,524.0,8.0,5.0,6.0,136,1.0,7.0,5.0,3.0,5.0,9.0,7.0,8.0,3.0,3.0,8.0,8.0,3.0,7.0,7.0,4.0,6.0,6.0,3.0,4.0,7.0,6.0,6.0,6.0,5.0,6.0,4.0,1.0,2.0,2.0,0.0,1.0,0.0,3.0,0.0,0.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,0.0,4.0,3.0,1.0,1.0,2.0,1.0,3.0,0.0,0.0,5.0,False,False,False,0.7411764705882353
524.0,0.0,551.0,0.0,0.0,4.0,9.0,6.0,58,4.0,4.0,4.0,1.0,7.0,9.0,8.0,8.0,6.0,3.0,8.0,7.0,7.0,8.0,8.0,5.0,5.0,7.0,5.0,7.0,6.0,9.0,8.0,6.0,7.0,6.0,4.0,551.0,524.0,8.0,2.0,1.0,66,3.0,7.0,6.0,1.0,7.0,6.0,7.0,3.0,2.0,1.0,7.0,10.0,2.0,5.0,6.0,7.0,7.0,7.0,1.0,6.0,6.0,7.0,7.0,6.0,9.0,7.0,1.0,2.0,0.0,0.0,3.0,1.0,5.0,4.0,2.0,1.0,3.0,5.0,3.0,2.0,2.0,2.0,0.0,4.0,1.0,5.0,7.0,1.0,0.0,2.0,1.0,0.0,2.0,1.0,3.0,2.0,False,False,False,0.6235294117647059
525.0,0.0,531.0,0.0,0.0,15.0,2.0,8.0,102,1.0,3.0,6.0,2.0,8.0,6.0,5.0,5.0,3.0,2.0,1.0,8.0,8.0,9.0,10.0,7.0,8.0,8.0,1.0,4.0,6.0,9.0,9.0,5.0,8.0,5.0,6.0,531.0,525.0,5.0,5.0,1.0,9,2.0,2.0,10.0,10.0,6.0,6.0,10.0,10.0,10.0,6.0,6.0,6.0,10.0,10.0,10.0,8.0,10.0,1.0,6.0,7.0,5.0,10.0,8.0,5.0,5.0,3.0,1.0,4.0,8.0,2.0,0.0,5.0,5.0,7.0,4.0,5.0,2.0,2.0,1.0,0.0,1.0,2.0,7.0,5.0,1.0,7.0,3.0,3.0,1.0,1.0,1.0,0.0,3.0,2.0,5.0,1.0,False,False,False,0.48235294117647054
525.0,0.0,534.0,0.0,0.0,15.0,2.0,8.0,102,1.0,3.0,6.0,2.0,8.0,6.0,5.0,5.0,3.0,2.0,1.0,8.0,8.0,9.0,10.0,7.0,8.0,8.0,1.0,4.0,7.0,8.0,8.0,7.0,9.0,6.0,5.0,534.0,525.0,5.0,1.0,1.0,11,6.0,5.0,7.0,9.0,3.0,9.0,9.0,8.0,6.0,7.0,7.0,7.0,3.0,6.0,7.0,8.0,7.0,4.0,1.0,5.0,5.0,5.0,7.0,5.0,5.0,5.0,3.0,1.0,7.0,5.0,3.0,4.0,3.0,3.0,5.0,6.0,1.0,5.0,3.0,3.0,1.0,1.0,4.0,0.0,5.0,7.0,1.0,1.0,2.0,3.0,1.0,2.0,4.0,1.0,2.0,0.0,False,False,False,0.5058823529411764
525.0,0.0,535.0,0.0,1.0,15.0,2.0,8.0,102,1.0,3.0,6.0,2.0,8.0,6.0,5.0,5.0,3.0,2.0,1.0,8.0,8.0,9.0,10.0,7.0,8.0,8.0,1.0,4.0,7.0,5.0,9.0,9.0,8.0,7.0,5.0,535.0,525.0,10.0,5.0,6.0,74,3.0,2.0,4.0,3.0,4.0,7.0,7.0,6.0,2.0,8.0,8.0,8.0,6.0,6.0,9.0,8.0,9.0,5.0,6.0,5.0,6.0,8.0,6.0,7.0,6.0,6.0,5.0,2.0,1.0,4.0,1.0,2.0,1.0,1.0,6.0,7.0,0.0,2.0,3.0,1.0,1.0,1.0,3.0,5.0,2.0,2.0,3.0,1.0,1.0,3.0,3.0,2.0,2.0,1.0,0.0,1.0,False,False,False,0.6352941176470588
525.0,0.0,536.0,0.0,1.0,15.0,2.0,8.0,102,1.0,3.0,6.0,2.0,8.0,6.0,5.0,5.0,3.0,2.0,1.0,8.0,8.0,9.0,10.0,7.0,8.0,8.0,1.0,4.0,7.0,7.0,7.0,6.0,7.0,6.0,6.0,536.0,525.0,2.0,1.0,1.0,60,2.0,7.0,7.0,3.0,5.0,8.0,7.0,7.0,3.0,2.0,7.0,8.0,6.0,4.0,9.0,7.0,9.0,7.0,1.0,5.0,5.0,8.0,6.0,6.0,7.0,3.0,4.0,1.0,1.0,3.0,2.0,2.0,2.0,0.0,0.0,6.0,0.0,2.0,5.0,1.0,0.0,1.0,1.0,0.0,1.0,7.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,3.0,2.0,5.0,False,False,False,0.7
